p03um,p05um,p10um,p25um,p50um,p100um,pm10_env,pm25_env,pm100_env
1440,422,112,18,2,0,8,16,17
1398,416,118,28,2,0,7,17,19
1398,416,118,28,2,0,7,17,19
1314,404,104,18,0,0,7,15,15
1314,404,104,18,0,0,7,15,15
1194,370,94,14,0,0,6,13,14
1194,370,94,14,0,0,6,13,14
1224,386,86,8,2,0,7,12,14
1224,386,86,8,2,0,7,12,14
1200,378,88,10,2,0,7,12,13
1200,378,88,10,2,0,7,12,13
1524,460,126,22,2,2,8,17,19
1476,444,126,22,2,2,8,17,19
1734,542,156,26,2,2,10,21,22
1734,542,156,26,2,2,10,21,22
1698,512,120,18,4,2,10,17,20
1698,512,120,18,4,2,10,17,20
1410,418,104,16,6,4,8,14,18
1410,418,104,16,6,4,8,14,18
1320,416,102,16,2,2,7,15,17
1320,416,102,16,2,2,7,15,17
1392,434,128,42,2,2,8,19,23
1506,470,134,46,2,2,8,21,24
1530,474,134,42,4,2,8,20,24
1548,478,136,40,4,2,8,21,24
1368,428,130,34,6,6,7,18,23
1368,428,130,34,6,6,7,18,23
1602,496,142,26,4,2,9,19,22
1602,496,142,26,4,2,9,19,22
1368,428,154,50,2,2,7,22,25
1410,436,158,52,2,2,6,22,24
1398,426,128,34,4,2,7,18,21
1350,410,124,36,4,2,7,17,21
1758,548,124,26,4,0,10,19,22
1740,546,120,20,4,0,10,18,21
1788,552,160,26,8,2,10,19,27
1836,566,154,22,8,2,10,19,26
1566,472,116,32,2,2,9,18,21
1566,472,116,32,2,2,9,18,21
1398,416,94,20,4,4,8,14,17
1398,416,94,20,4,4,8,14,17
1338,398,90,12,4,2,8,13,15
1338,398,90,12,4,2,8,13,15
1326,408,84,12,2,0,7,13,14
1326,408,84,12,2,0,7,13,14
1302,408,86,8,0,0,8,12,13
1302,408,86,8,0,0,8,12,13
1356,414,116,18,2,2,8,15,17
1356,414,116,18,2,2,8,15,17
1584,478,126,30,4,4,7,17,22
1524,464,124,34,4,4,7,17,23
1188,366,114,22,0,0,6,14,14
1188,366,114,22,0,0,6,14,14
1374,422,120,14,2,2,7,14,15
1374,422,120,14,2,2,7,14,15
1296,406,98,18,2,2,8,14,17
1296,406,98,18,2,2,8,14,17
1380,430,88,24,2,0,8,15,18
1368,426,92,20,2,0,8,15,17
1692,508,134,34,0,0,10,22,22
1728,520,128,32,0,0,10,21,21
1626,488,98,24,0,0,10,18,18
1554,462,88,16,0,0,9,16,16
1458,434,108,32,2,2,8,18,20
1332,398,106,34,2,2,7,17,19
1392,432,114,36,4,2,8,18,21
1392,432,114,36,4,2,8,18,21
1350,422,130,40,2,2,7,20,22
1398,434,130,40,4,4,8,19,23
1494,446,122,38,6,4,8,18,24
1494,446,122,38,6,4,8,18,24
1416,422,100,30,2,0,7,16,18
1416,422,100,30,2,0,7,16,18
1452,444,112,26,0,0,8,17,18
1476,448,122,26,0,0,9,18,18
1446,454,104,28,0,0,9,19,19
1446,454,104,28,0,0,9,19,19
1446,446,104,24,0,0,7,16,17
1446,446,104,24,0,0,7,16,17
1518,452,114,16,0,0,8,15,17
1518,452,114,16,0,0,8,15,17
1458,440,94,18,2,2,8,14,17
1458,440,94,18,2,2,8,14,17
1296,402,106,16,2,2,7,13,16
1296,402,106,16,2,2,7,13,16
1290,402,120,12,0,0,7,13,15
1290,402,120,12,0,0,7,13,15
1314,408,116,22,4,2,7,14,19
1314,408,116,22,4,2,7,14,19
1662,514,144,36,4,0,10,20,23
1632,504,140,38,4,0,10,20,23
1536,468,148,26,0,0,9,19,20
1536,468,148,26,0,0,9,19,20
1572,484,144,22,2,2,8,18,20
1572,484,144,22,2,2,8,18,20
1350,420,116,14,2,2,7,15,17
1176,364,102,14,0,0,6,14,14
1422,432,132,28,2,0,8,19,20
1434,430,126,24,2,0,8,18,19
1434,442,120,16,2,0,7,16,17
1404,436,118,18,2,0,6,16,17
1434,446,124,38,4,0,8,20,22
1434,446,122,38,4,0,7,20,22
1338,416,114,22,0,0,7,17,17
1308,412,108,20,2,0,7,15,17
1470,456,102,4,2,0,8,13,14
1470,452,102,4,4,0,8,13,15
1482,446,88,8,4,0,9,13,15
1476,446,86,6,2,0,9,13,14
1308,406,128,44,0,0,6,19,21
1422,442,132,48,0,0,6,19,22
1632,510,126,20,0,0,9,18,19
1632,510,126,20,0,0,9,18,19
1560,490,98,4,0,0,10,15,15
1560,490,98,4,0,0,10,15,15
1332,422,130,24,2,0,7,16,19
1332,418,136,32,2,0,7,17,21
1278,376,116,34,0,0,5,16,17
1278,376,116,34,0,0,5,16,17
1248,362,102,12,0,0,6,13,13
1248,362,102,12,0,0,6,13,13
1272,362,86,6,0,0,7,11,12
1272,362,86,6,0,0,7,11,12
1236,366,86,12,0,0,7,12,13
1236,366,86,12,0,0,7,12,13
1242,378,94,12,0,0,7,13,14
1242,378,94,12,0,0,7,13,14
1398,414,94,8,0,0,7,13,14
1398,414,94,8,0,0,7,13,14
1296,386,72,6,0,0,7,11,11
1296,386,72,6,0,0,7,11,11
1158,352,82,20,0,0,7,13,14
1158,352,82,20,0,0,7,13,14
1350,402,110,26,0,0,7,15,17
1350,402,110,26,0,0,7,15,17
1440,428,94,16,2,0,8,15,16
1368,406,92,12,2,0,7,14,15
1374,402,94,18,6,2,7,13,18
1374,400,104,18,6,2,7,13,18
1332,388,122,18,4,2,7,13,18
1326,388,122,16,4,2,7,13,17
1326,406,118,12,0,0,7,14,15
1278,390,102,12,0,0,7,13,14
1362,416,108,8,0,0,8,14,15
1272,392,98,10,2,0,7,13,15
1434,452,122,34,4,0,7,18,20
1338,422,110,34,6,0,7,17,20
1332,408,122,24,0,0,8,17,17
1242,380,120,24,0,0,7,16,16
1164,356,94,22,0,0,6,14,15
1164,356,94,22,0,0,6,14,15
1302,400,112,20,0,0,6,15,16
1302,400,112,20,0,0,6,15,16
1326,406,114,12,0,0,7,15,15
1326,406,114,12,0,0,7,15,15
1296,394,106,10,0,0,7,14,14
1296,394,106,10,0,0,7,14,14
1242,370,88,14,0,0,7,13,13
1242,370,88,14,0,0,7,13,13
1452,436,96,14,0,0,8,15,15
1452,436,96,14,0,0,8,15,15
1728,510,120,16,4,4,9,16,19
1728,510,120,16,4,4,9,16,19
1476,430,98,12,4,4,7,13,16
1476,430,98,12,4,4,7,13,16
1158,342,80,12,2,2,5,11,13
1158,342,80,12,2,2,5,11,13
1170,348,96,20,4,4,6,13,17
1170,348,96,20,4,4,6,13,17
1350,430,126,34,4,4,8,18,22
1254,400,108,28,2,2,7,16,18
1488,452,144,32,0,0,8,20,21
1488,452,144,32,0,0,8,20,21
1590,496,136,28,2,0,9,21,22
1590,496,136,28,2,0,9,21,22
1614,500,136,24,2,0,9,19,21
1614,500,136,24,2,0,9,19,21
1476,456,124,30,0,0,9,19,20
1476,456,124,30,0,0,9,19,20
1404,442,110,24,0,0,9,18,18
1404,442,110,24,0,0,9,18,18
1446,448,90,12,2,0,9,14,15
1446,448,90,12,2,0,9,14,15
1518,450,92,10,2,0,7,12,14
1440,428,106,12,2,0,7,13,14
1512,446,134,32,0,0,7,19,20
1512,446,134,32,0,0,7,19,20
1212,350,108,30,0,0,5,14,16
1212,350,108,30,0,0,5,14,16
1212,370,84,18,0,0,7,12,14
1218,372,90,20,0,0,7,12,15
1182,350,92,28,0,0,5,14,14
1182,350,92,28,0,0,5,14,14
1260,382,92,20,0,0,6,13,14
1260,382,92,20,0,0,6,13,14
1374,426,108,20,0,0,7,14,16
1374,426,108,20,0,0,7,14,16
1476,458,130,16,0,0,7,16,16
1476,458,130,16,0,0,7,16,16
1356,418,114,2,0,0,8,13,13
1356,418,114,2,0,0,8,13,13
1224,370,98,8,2,2,7,12,14
1224,370,98,8,2,2,7,12,14
1356,406,116,14,2,2,7,12,15
1356,406,116,14,2,2,8,13,16
1392,420,92,16,0,0,8,14,16
1350,414,98,22,0,0,7,16,17
1416,426,92,26,0,0,7,17,17
1416,426,92,26,0,0,7,17,17
1416,426,92,26,0,0,7,17,17
1380,410,94,14,0,0,7,14,14
1488,450,98,12,0,0,8,15,15
1572,462,144,32,2,2,9,21,22
1572,462,150,36,2,2,9,21,23
1440,438,136,28,0,0,8,18,19
1440,438,136,28,0,0,8,18,19
1314,406,122,18,0,0,7,13,16
1314,406,122,18,0,0,7,13,16
1332,412,118,16,2,0,7,13,16
1332,412,118,16,2,0,7,13,16
1344,416,116,16,2,0,8,14,16
1344,416,116,16,2,0,8,14,16
1416,418,104,6,0,0,8,13,13
1416,418,104,6,0,0,8,13,13
1614,474,108,4,4,2,9,14,17
1614,474,108,4,4,2,9,14,17
1476,434,118,22,8,6,8,15,22
1476,434,118,22,8,6,8,15,22
1344,402,116,26,4,4,7,16,20
1344,402,116,26,4,4,7,16,20
1356,406,114,22,0,0,8,16,16
1332,398,108,22,0,0,7,16,16
1266,380,110,34,4,2,7,16,19
1266,380,110,34,4,2,7,16,19
1422,438,146,34,0,0,7,20,20
1290,402,136,36,0,0,6,19,19
1152,358,122,30,0,0,5,16,16
1152,358,122,30,0,0,5,16,16
1218,372,100,18,0,0,7,14,14
1218,372,100,18,0,0,7,14,14
1278,388,104,14,0,0,7,14,14
1278,388,104,14,0,0,7,14,14
1260,388,110,8,2,0,7,12,14
1260,388,110,8,2,0,7,12,14
1200,360,92,8,4,0,7,12,14
1200,360,92,8,4,0,7,12,14
1170,342,88,14,2,0,6,12,13
1170,342,88,14,2,0,6,12,13
1176,370,118,34,4,2,6,17,20
1164,366,118,36,4,2,6,16,20
1338,404,108,30,4,2,7,16,20
1494,452,104,26,2,0,8,17,19
1500,460,94,24,8,4,9,16,21
1500,460,94,24,8,4,9,16,21
1332,400,116,26,6,4,8,15,20
1386,418,130,36,6,4,8,18,23
1236,376,112,32,2,0,5,16,17
1176,358,116,32,2,0,5,16,17
1266,386,122,22,4,0,6,15,18
1188,358,110,22,4,0,6,14,17
1176,356,110,12,2,0,6,13,14
1284,390,118,12,2,0,7,13,16
1428,438,108,14,0,0,8,13,15
1428,438,108,14,0,0,9,14,16
1326,410,128,38,2,2,7,19,21
1380,426,130,38,2,2,7,19,22
1398,434,132,32,2,2,7,18,21
1368,422,122,28,2,2,7,17,20
1380,420,118,22,0,0,7,17,18
1374,420,124,26,2,0,7,18,19
1440,438,146,40,2,0,7,21,22
