p03um,p05um,p10um,p25um,p50um,p100um,pm10_env,pm25_env,pm100_env
94,75,0,0,0,0,0,0,0
92,75,0,0,0,0,0,0,0
91,76,0,0,0,0,0,0,0
90,76,0,0,0,0,0,0,0
89,77,0,0,0,0,0,0,0
89,78,0,0,0,0,0,0,0
89,79,0,0,0,0,0,0,0
88,79,0,0,0,0,0,0,0
86,77,0,0,0,0,0,0,0
85,76,0,0,0,0,0,0,0
85,76,0,0,0,0,0,0,0
83,74,0,0,0,0,0,0,0
81,72,0,0,0,0,0,0,0
79,70,0,0,0,0,0,0,0
78,68,0,0,0,0,0,0,0
77,67,0,0,0,0,0,0,0
75,65,0,0,0,0,0,0,0
72,63,0,0,0,0,0,0,0
71,63,0,0,0,0,0,0,0
70,62,0,0,0,0,0,0,0
70,62,0,0,0,0,0,0,0
71,63,0,0,0,0,0,0,0
72,64,0,0,0,0,0,0,0
73,65,0,0,0,0,0,0,0
74,65,0,0,0,0,0,0,0
75,65,0,0,0,0,0,0,0
76,65,0,0,0,0,0,0,0
78,65,0,0,0,0,0,0,0
81,66,0,0,0,0,0,0,0
83,67,0,0,0,0,0,0,0
83,66,0,0,0,0,0,0,0
84,66,0,0,0,0,0,0,0
86,67,0,0,0,0,0,0,0
88,68,0,0,0,0,0,0,0
90,70,0,0,0,0,0,0,0
92,72,0,0,0,0,0,0,0
93,73,0,0,0,0,0,0,0
94,74,0,0,0,0,0,1,1
92,72,0,0,0,0,0,0,0
91,71,0,0,0,0,0,0,0
92,72,0,0,0,0,0,0,0
92,72,0,0,0,0,0,0,0
90,71,0,0,0,0,0,0,0
88,70,0,0,0,0,0,0,0
86,68,0,0,0,0,0,0,0
84,66,0,0,0,0,0,0,0
83,65,0,0,0,0,0,0,0
82,64,0,0,0,0,0,0,0
83,65,0,0,0,0,0,0,0
84,66,0,0,0,0,0,0,0
83,65,0,0,0,0,0,0,0
81,64,0,0,0,0,0,0,0
80,63,0,0,0,0,0,0,0
79,62,0,0,0,0,0,0,0
79,63,0,0,0,0,0,0,0
79,64,0,0,0,0,0,0,0
80,66,0,0,0,0,0,0,0
80,68,0,0,0,0,0,0,0
79,68,0,0,0,0,0,0,0
78,68,0,0,0,0,0,0,0
78,68,0,0,0,0,0,0,0
79,68,0,0,0,0,0,0,0
80,68,0,0,0,0,0,0,0
80,67,0,0,0,0,0,0,0
78,65,0,0,0,0,0,0,0
77,63,0,0,0,0,0,0,0
75,59,0,0,0,0,0,0,0
75,56,0,0,0,0,0,0,0
75,54,0,0,0,0,0,0,0
75,52,0,0,0,0,0,0,0
75,51,0,0,0,0,0,0,0
76,50,0,0,0,0,0,0,0
77,49,0,0,0,0,0,0,0
79,49,0,0,0,0,0,0,0
82,49,0,0,0,0,0,0,0
84,49,0,0,0,0,0,0,0
86,50,0,0,0,0,0,0,0
86,50,0,0,0,0,0,0,0
87,52,0,0,0,0,0,0,0
88,54,0,0,0,0,0,0,0
89,55,0,0,0,0,0,0,0
89,57,0,0,0,0,0,0,0
90,59,0,0,0,0,0,0,0
92,62,0,0,0,0,0,0,0
95,66,0,0,0,0,0,0,0
98,71,0,0,0,0,0,0,0
101,76,0,0,0,0,0,0,0
106,82,0,0,0,0,0,0,0
109,85,0,0,0,0,0,0,1
112,87,0,0,0,0,0,0,1
115,91,0,0,0,0,0,0,1
118,94,0,0,0,0,0,0,0
120,97,0,0,0,0,0,0,0
120,99,0,0,0,0,0,0,1
118,99,0,0,0,0,0,0,1
115,97,0,0,0,0,0,0,1
